PopName,Area,Year,YearReg,Month,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
ISL,01,1889,1889,8,31,O,227,.,.,.,1
ISL,01,1889,1889,9,31,O,242,.,.,.,1
ISL,01,1889,1889,10,31,O,217,.,.,.,1
ISL,01,1889,1889,11,31,O,178,.,.,.,1
ISL,01,1889,1889,12,31,O,140,.,.,.,1
ISL,01,1889,1889,TOT,31,O,2180,.,.,.,1
ISL,01,1890,1890,1,31,O,119,.,.,.,1
ISL,01,1890,1890,2,31,O,143,.,.,.,1
ISL,01,1890,1890,3,31,O,156,.,.,.,1
ISL,01,1890,1890,4,31,O,194,.,.,.,1
ISL,01,1890,1890,5,31,O,191,.,.,.,1
ISL,01,1890,1890,6,31,O,229,.,.,.,1
ISL,01,1890,1890,7,31,O,195,.,.,.,1
ISL,01,1890,1890,8,31,O,227,.,.,.,1
ISL,01,1890,1890,9,31,O,207,.,.,.,1
ISL,01,1890,1890,10,31,O,213,.,.,.,1
ISL,01,1890,1890,11,31,O,172,.,.,.,1
ISL,01,1890,1890,12,31,O,143,.,.,.,1
ISL,01,1890,1890,TOT,31,O,2189,.,.,.,1
ISL,01,1891,1891,1,31,O,170,.,.,.,1
ISL,01,1891,1891,2,31,O,151,.,.,.,1
ISL,01,1891,1891,3,31,O,131,.,.,.,1
ISL,01,1891,1891,4,31,O,114,.,.,.,1
ISL,01,1891,1891,5,31,O,192,.,.,.,1
ISL,01,1891,1891,6,31,O,255,.,.,.,1
ISL,01,1891,1891,7,31,O,241,.,.,.,1
ISL,01,1891,1891,8,31,O,254,.,.,.,1
ISL,01,1891,1891,9,31,O,240,.,.,.,1
ISL,01,1891,1891,10,31,O,234,.,.,.,1
ISL,01,1891,1891,11,31,O,193,.,.,.,1
ISL,01,1891,1891,12,31,O,183,.,.,.,1
ISL,01,1891,1891,TOT,31,O,2358,.,.,.,1
ISL,01,1892,1892,1,31,O,156,.,.,.,1
ISL,01,1892,1892,2,31,O,149,.,.,.,1
ISL,01,1892,1892,3,31,O,179,.,.,.,1
ISL,01,1892,1892,4,31,O,154,.,.,.,1
ISL,01,1892,1892,5,31,O,208,.,.,.,1
ISL,01,1892,1892,6,31,O,196,.,.,.,1
ISL,01,1892,1892,7,31,O,197,.,.,.,1
ISL,01,1892,1892,8,31,O,251,.,.,.,1
ISL,01,1892,1892,9,31,O,227,.,.,.,1
ISL,01,1892,1892,10,31,O,221,.,.,.,1
ISL,01,1892,1892,11,31,O,184,.,.,.,1
ISL,01,1892,1892,12,31,O,140,.,.,.,1
ISL,01,1892,1892,TOT,31,O,2262,.,.,.,1
ISL,01,1893,1893,1,31,O,183,.,.,.,1
ISL,01,1893,1893,2,31,O,155,.,.,.,1
ISL,01,1893,1893,3,31,O,155,.,.,.,1
ISL,01,1893,1893,4,31,O,171,.,.,.,1
ISL,01,1893,1893,5,31,O,208,.,.,.,1
ISL,01,1893,1893,6,31,O,201,.,.,.,1
ISL,01,1893,1893,7,31,O,228,.,.,.,1
ISL,01,1893,1893,8,31,O,218,.,.,.,1
ISL,01,1893,1893,9,31,O,230,.,.,.,1
ISL,01,1893,1893,10,31,O,197,.,.,.,1
ISL,01,1893,1893,11,31,O,187,.,.,.,1
ISL,01,1893,1893,12,31,O,180,.,.,.,1
ISL,01,1893,1893,TOT,31,O,2313,.,.,.,1
ISL,01,1894,1894,1,31,O,136,.,.,.,1
ISL,01,1894,1894,2,31,O,125,.,.,.,1
ISL,01,1894,1894,3,31,O,151,.,.,.,1
ISL,01,1894,1894,4,31,O,173,.,.,.,1
ISL,01,1894,1894,5,31,O,186,.,.,.,1
ISL,01,1894,1894,6,31,O,211,.,.,.,1
ISL,01,1894,1894,7,31,O,246,.,.,.,1
ISL,01,1894,1894,8,31,O,215,.,.,.,1
ISL,01,1894,1894,9,31,O,204,.,.,.,1
ISL,01,1894,1894,10,31,O,216,.,.,.,1
ISL,01,1894,1894,11,31,O,180,.,.,.,1
ISL,01,1894,1894,12,31,O,125,.,.,.,1
ISL,01,1894,1894,TOT,31,O,2168,.,.,.,1
ISL,01,1895,1895,1,31,O,100,.,.,.,1
ISL,01,1895,1895,2,31,O,102,.,.,.,1
ISL,01,1895,1895,3,31,O,161,.,.,.,1
ISL,01,1895,1895,4,31,O,200,.,.,.,1
ISL,01,1895,1895,5,31,O,236,.,.,.,1
ISL,01,1895,1895,6,31,O,243,.,.,.,1
ISL,01,1895,1895,7,31,O,248,.,.,.,1
ISL,01,1895,1895,8,31,O,272,.,.,.,1
ISL,01,1895,1895,9,31,O,243,.,.,.,1
ISL,01,1895,1895,10,31,O,259,.,.,.,1
ISL,01,1895,1895,11,31,O,213,.,.,.,1
ISL,01,1895,1895,12,31,O,200,.,.,.,1
ISL,01,1895,1895,TOT,31,O,2477,.,.,.,1
ISL,01,1896,1896,1,31,O,169,.,.,.,1
ISL,01,1896,1896,2,31,O,155,.,.,.,1
ISL,01,1896,1896,3,31,O,171,.,.,.,1
ISL,01,1896,1896,4,31,O,143,.,.,.,1
ISL,01,1896,1896,5,31,O,193,.,.,.,1
ISL,01,1896,1896,6,31,O,205,.,.,.,1
ISL,01,1896,1896,7,31,O,202,.,.,.,1
ISL,01,1896,1896,8,31,O,243,.,.,.,1
ISL,01,1896,1896,9,31,O,271,.,.,.,1
ISL,01,1896,1896,10,31,O,207,.,.,.,1
ISL,01,1896,1896,11,31,O,200,.,.,.,1
ISL,01,1896,1896,12,31,O,193,.,.,.,1
ISL,01,1896,1896,TOT,31,O,2352,.,.,.,1
ISL,01,1897,1897,1,31,O,186,.,.,.,1
ISL,01,1897,1897,2,31,O,158,.,.,.,1
ISL,01,1897,1897,3,31,O,186,.,.,.,1
ISL,01,1897,1897,4,31,O,154,.,.,.,1
ISL,01,1897,1897,5,31,O,187,.,.,.,1
ISL,01,1897,1897,6,31,O,240,.,.,.,1
ISL,01,1897,1897,7,31,O,222,.,.,.,1
ISL,01,1897,1897,8,31,O,228,.,.,.,1
ISL,01,1897,1897,9,31,O,231,.,.,.,1
ISL,01,1897,1897,10,31,O,235,.,.,.,1
ISL,01,1897,1897,11,31,O,193,.,.,.,1
ISL,01,1897,1897,12,31,O,160,.,.,.,1
ISL,01,1897,1897,TOT,31,O,2380,.,.,.,1
ISL,01,1898,1898,1,31,O,185,.,.,.,1
ISL,01,1898,1898,2,31,O,146,.,.,.,1
ISL,01,1898,1898,3,31,O,187,.,.,.,1
ISL,01,1898,1898,4,31,O,209,.,.,.,1
ISL,01,1898,1898,5,31,O,181,.,.,.,1
ISL,01,1898,1898,6,31,O,211,.,.,.,1
ISL,01,1898,1898,7,31,O,207,.,.,.,1
ISL,01,1898,1898,8,31,O,229,.,.,.,1
ISL,01,1898,1898,9,31,O,203,.,.,.,1
ISL,01,1898,1898,10,31,O,207,.,.,.,1
ISL,01,1898,1898,11,31,O,185,.,.,.,1
ISL,01,1898,1898,12,31,O,140,.,.,.,1
ISL,01,1898,1898,TOT,31,O,2290,.,.,.,1
ISL,01,1899,1899,1,31,O,160,.,.,.,1
ISL,01,1899,1899,2,31,O,162,.,.,.,1
ISL,01,1899,1899,3,31,O,150,.,.,.,1
ISL,01,1899,1899,4,31,O,181,.,.,.,1
ISL,01,1899,1899,5,31,O,204,.,.,.,1
ISL,01,1899,1899,6,31,O,165,.,.,.,1
ISL,01,1899,1899,7,31,O,212,.,.,.,1
ISL,01,1899,1899,8,31,O,210,.,.,.,1
ISL,01,1899,1899,9,31,O,235,.,.,.,1
ISL,01,1899,1899,10,31,O,218,.,.,.,1
ISL,01,1899,1899,11,31,O,164,.,.,.,1
ISL,01,1899,1899,12,31,O,182,.,.,.,1
ISL,01,1899,1899,TOT,31,O,2243,.,.,.,1
ISL,01,1900,1900,1,31,O,171,.,.,.,1
ISL,01,1900,1900,2,31,O,138,.,.,.,1
ISL,01,1900,1900,3,31,O,141,.,.,.,1
ISL,01,1900,1900,4,31,O,149,.,.,.,1
ISL,01,1900,1900,5,31,O,183,.,.,.,1
ISL,01,1900,1900,6,31,O,210,.,.,.,1
ISL,01,1900,1900,7,31,O,220,.,.,.,1
ISL,01,1900,1900,8,31,O,213,.,.,.,1
ISL,01,1900,1900,9,31,O,242,.,.,.,1
ISL,01,1900,1900,10,31,O,228,.,.,.,1
ISL,01,1900,1900,11,31,O,191,.,.,.,1
ISL,01,1900,1900,12,31,O,151,.,.,.,1
ISL,01,1900,1900,TOT,31,O,2237,.,.,.,1
ISL,01,1901,1901,1,31,O,124,.,.,.,1
ISL,01,1901,1901,2,31,O,108,.,.,.,1
ISL,01,1901,1901,3,31,O,114,.,.,.,1
ISL,01,1901,1901,4,31,O,159,.,.,.,1
ISL,01,1901,1901,5,31,O,208,.,.,.,1
ISL,01,1901,1901,6,31,O,240,.,.,.,1
ISL,01,1901,1901,7,31,O,213,.,.,.,1
ISL,01,1901,1901,8,31,O,215,.,.,.,1
ISL,01,1901,1901,9,31,O,241,.,.,.,1
ISL,01,1901,1901,10,31,O,213,.,.,.,1
ISL,01,1901,1901,11,31,O,178,.,.,.,1
ISL,01,1901,1901,12,31,O,166,.,.,.,1
ISL,01,1901,1901,TOT,31,O,2179,.,.,.,1
ISL,01,1902,1902,1,31,O,147,.,.,.,1
ISL,01,1902,1902,2,31,O,158,.,.,.,1
ISL,01,1902,1902,3,31,O,147,.,.,.,1
ISL,01,1902,1902,4,31,O,173,.,.,.,1
ISL,01,1902,1902,5,31,O,198,.,.,.,1
ISL,01,1902,1902,6,31,O,200,.,.,.,1
ISL,01,1902,1902,7,31,O,208,.,.,.,1
ISL,01,1902,1902,8,31,O,195,.,.,.,1
ISL,01,1902,1902,9,31,O,217,.,.,.,1
ISL,01,1902,1902,10,31,O,236,.,.,.,1
ISL,01,1902,1902,11,31,O,195,.,.,.,1
ISL,01,1902,1902,12,31,O,146,.,.,.,1
ISL,01,1902,1902,TOT,31,O,2220,.,.,.,1
ISL,01,1903,1903,1,31,O,158,.,.,.,1
ISL,01,1903,1903,2,31,O,124,.,.,.,1
ISL,01,1903,1903,3,31,O,159,.,.,.,1
ISL,01,1903,1903,4,31,O,148,.,.,.,1
ISL,01,1903,1903,5,31,O,167,.,.,.,1
ISL,01,1903,1903,6,31,O,226,.,.,.,1
ISL,01,1903,1903,7,31,O,226,.,.,.,1
ISL,01,1903,1903,8,31,O,265,.,.,.,1
ISL,01,1903,1903,9,31,O,225,.,.,.,1
ISL,01,1903,1903,10,31,O,206,.,.,.,1
ISL,01,1903,1903,11,31,O,190,.,.,.,1
ISL,01,1903,1903,12,31,O,150,.,.,.,1
ISL,01,1903,1903,TOT,31,O,2244,.,.,.,1
ISL,01,1904,1904,1,31,O,158,.,.,.,1
ISL,01,1904,1904,2,31,O,141,.,.,.,1
ISL,01,1904,1904,3,31,O,164,.,.,.,1
ISL,01,1904,1904,4,31,O,180,.,.,.,1
ISL,01,1904,1904,5,31,O,199,.,.,.,1
ISL,01,1904,1904,6,31,O,208,.,.,.,1
ISL,01,1904,1904,7,31,O,258,.,.,.,1
ISL,01,1904,1904,8,31,O,235,.,.,.,1
ISL,01,1904,1904,9,31,O,206,.,.,.,1
ISL,01,1904,1904,10,31,O,207,.,.,.,1
ISL,01,1904,1904,11,31,O,172,.,.,.,1
ISL,01,1904,1904,12,31,O,165,.,.,.,1
ISL,01,1904,1904,TOT,31,O,2293,.,.,.,1
ISL,01,1905,1905,1,31,O,161,.,.,.,1
ISL,01,1905,1905,2,31,O,138,.,.,.,1
ISL,01,1905,1905,3,31,O,148,.,.,.,1
ISL,01,1905,1905,4,31,O,155,.,.,.,1
ISL,01,1905,1905,5,31,O,188,.,.,.,1
ISL,01,1905,1905,6,31,O,227,.,.,.,1
ISL,01,1905,1905,7,31,O,218,.,.,.,1
ISL,01,1905,1905,8,31,O,265,.,.,.,1
ISL,01,1905,1905,9,31,O,199,.,.,.,1
ISL,01,1905,1905,10,31,O,201,.,.,.,1
ISL,01,1905,1905,11,31,O,194,.,.,.,1
ISL,01,1905,1905,12,31,O,177,.,.,.,1
ISL,01,1905,1905,TOT,31,O,2271,.,.,.,1
ISL,01,1906,1906,1,31,O,174,.,.,.,1
ISL,01,1906,1906,2,31,O,153,.,.,.,1
ISL,01,1906,1906,3,31,O,142,.,.,.,1
ISL,01,1906,1906,4,31,O,167,.,.,.,1
ISL,01,1906,1906,5,31,O,182,.,.,.,1
ISL,01,1906,1906,6,31,O,219,.,.,.,1
ISL,01,1906,1906,7,31,O,241,.,.,.,1
ISL,01,1906,1906,8,31,O,236,.,.,.,1
ISL,01,1906,1906,9,31,O,258,.,.,.,1
ISL,01,1906,1906,10,31,O,216,.,.,.,1
ISL,01,1906,1906,11,31,O,192,.,.,.,1
ISL,01,1906,1906,12,31,O,166,.,.,.,1
ISL,01,1906,1906,TOT,31,O,2346,.,.,.,1
ISL,01,1907,1907,1,31,O,170,.,.,.,1
ISL,01,1907,1907,2,31,O,131,.,.,.,1
ISL,01,1907,1907,3,31,O,184,.,.,.,1
ISL,01,1907,1907,4,31,O,180,.,.,.,1
ISL,01,1907,1907,5,31,O,193,.,.,.,1
ISL,01,1907,1907,6,31,O,217,.,.,.,1
ISL,01,1907,1907,7,31,O,200,.,.,.,1
ISL,01,1907,1907,8,31,O,227,.,.,.,1
ISL,01,1907,1907,9,31,O,245,.,.,.,1
ISL,01,1907,1907,10,31,O,209,.,.,.,1
ISL,01,1907,1907,11,31,O,168,.,.,.,1
ISL,01,1907,1907,12,31,O,180,.,.,.,1
ISL,01,1907,1907,TOT,31,O,2304,.,.,.,1
ISL,01,1908,1908,1,31,O,152,.,.,.,1
ISL,01,1908,1908,2,31,O,134,.,.,.,1
ISL,01,1908,1908,3,31,O,154,.,.,.,1
ISL,01,1908,1908,4,31,O,164,.,.,.,1
ISL,01,1908,1908,5,31,O,188,.,.,.,1
ISL,01,1908,1908,6,31,O,204,.,.,.,1
ISL,01,1908,1908,7,31,O,235,.,.,.,1
ISL,01,1908,1908,8,31,O,231,.,.,.,1
ISL,01,1908,1908,9,31,O,224,.,.,.,1
ISL,01,1908,1908,10,31,O,194,.,.,.,1
ISL,01,1908,1908,11,31,O,211,.,.,.,1
ISL,01,1908,1908,12,31,O,179,.,.,.,1
ISL,01,1908,1908,TOT,31,O,2270,.,.,.,1
ISL,01,1909,1909,1,31,O,189,.,.,.,1
ISL,01,1909,1909,2,31,O,156,.,.,.,1
ISL,01,1909,1909,3,31,O,149,.,.,.,1
ISL,01,1909,1909,4,31,O,161,.,.,.,1
ISL,01,1909,1909,5,31,O,163,.,.,.,1
ISL,01,1909,1909,6,31,O,217,.,.,.,1
ISL,01,1909,1909,7,31,O,214,.,.,.,1
ISL,01,1909,1909,8,31,O,258,.,.,.,1
ISL,01,1909,1909,9,31,O,234,.,.,.,1
ISL,01,1909,1909,10,31,O,201,.,.,.,1
ISL,01,1909,1909,11,31,O,188,.,.,.,1
ISL,01,1909,1909,12,31,O,153,.,.,.,1
ISL,01,1909,1909,TOT,31,O,2283,.,.,.,1
ISL,01,1910,1910,1,31,O,157,.,.,.,1
ISL,01,1910,1910,2,31,O,134,.,.,.,1
ISL,01,1910,1910,3,31,O,158,.,.,.,1
ISL,01,1910,1910,4,31,O,161,.,.,.,1
ISL,01,1910,1910,5,31,O,182,.,.,.,1
ISL,01,1910,1910,6,31,O,199,.,.,.,1
ISL,01,1910,1910,7,31,O,212,.,.,.,1
ISL,01,1910,1910,8,31,O,202,.,.,.,1
ISL,01,1910,1910,9,31,O,220,.,.,.,1
ISL,01,1910,1910,10,31,O,225,.,.,.,1
